Diagnóstico principal (CIE10MC);Sexo;Motivo del alta;Total
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Ambos sexos;otras causas;472
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Hombres;total;19.391
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Hombres;curación o mejoría;18.117
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Hombres;traslado a otros centros;627
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Hombres;fallecimiento;404
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Hombres;otras causas;242
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Mujeres;total;19.006
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Mujeres;curación o mejoría;17.555
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Mujeres;traslado a otros centros;711
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Mujeres;fallecimiento;510
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11;Mujeres;otras causas;230
1002 Neumonía J12-J18;Ambos sexos;total;96.976
1002 Neumonía J12-J18;Ambos sexos;curación o mejoría;80.993
1002 Neumonía J12-J18;Ambos sexos;traslado a otros centros;6.008
1002 Neumonía J12-J18;Ambos sexos;fallecimiento;8.464
1002 Neumonía J12-J18;Ambos sexos;otras causas;1.510
1002 Neumonía J12-J18;Hombres;total;52.894
1002 Neumonía J12-J18;Hombres;curación o mejoría;43.836
1002 Neumonía J12-J18;Hombres;traslado a otros centros;3.343
1002 Neumonía J12-J18;Hombres;fallecimiento;4.874
1002 Neumonía J12-J18;Hombres;otras causas;840
1002 Neumonía J12-J18;Mujeres;total;44.082
1002 Neumonía J12-J18;Mujeres;curación o mejoría;37.157
1002 Neumonía J12-J18;Mujeres;traslado a otros centros;2.665
1002 Neumonía J12-J18;Mujeres;fallecimiento;3.590
1002 Neumonía J12-J18;Mujeres;otras causas;670
1003 Bronquitis y bronquiolitis agudas J20-J22;Ambos sexos;total;70.046
1003 Bronquitis y bronquiolitis agudas J20-J22;Ambos sexos;curación o mejoría;63.490
1003 Bronquitis y bronquiolitis agudas J20-J22;Ambos sexos;traslado a otros centros;3.558
1003 Bronquitis y bronquiolitis agudas J20-J22;Ambos sexos;fallecimiento;2.207
1003 Bronquitis y bronquiolitis agudas J20-J22;Ambos sexos;otras causas;790
1003 Bronquitis y bronquiolitis agudas J20-J22;Hombres;total;34.033
1003 Bronquitis y bronquiolitis agudas J20-J22;Hombres;curación o mejoría;30.986
1003 Bronquitis y bronquiolitis agudas J20-J22;Hombres;traslado a otros centros;1.670
1003 Bronquitis y bronquiolitis agudas J20-J22;Hombres;fallecimiento;998
1003 Bronquitis y bronquiolitis agudas J20-J22;Hombres;otras causas;380
1003 Bronquitis y bronquiolitis agudas J20-J22;Mujeres;total;36.012
1003 Bronquitis y bronquiolitis agudas J20-J22;Mujeres;curación o mejoría;32.505
1003 Bronquitis y bronquiolitis agudas J20-J22;Mujeres;traslado a otros centros;1.889
1003 Bronquitis y bronquiolitis agudas J20-J22;Mujeres;fallecimiento;1.209
1003 Bronquitis y bronquiolitis agudas J20-J22;Mujeres;otras causas;410
1004 Enfermedad crónica de amígdalas y adenoides J35;Ambos sexos;total;14.424
1004 Enfermedad crónica de amígdalas y adenoides J35;Ambos sexos;curación o mejoría;14.275
1004 Enfermedad crónica de amígdalas y adenoides J35;Ambos sexos;traslado a otros centros;104
1004 Enfermedad crónica de amígdalas y adenoides J35;Ambos sexos;fallecimiento;2
1004 Enfermedad crónica de amígdalas y adenoides J35;Ambos sexos;otras causas;44
1004 Enfermedad crónica de amígdalas y adenoides J35;Hombres;total;7.555
1004 Enfermedad crónica de amígdalas y adenoides J35;Hombres;curación o mejoría;7.471
1004 Enfermedad crónica de amígdalas y adenoides J35;Hombres;traslado a otros centros;60
1004 Enfermedad crónica de amígdalas y adenoides J35;Hombres;fallecimiento;1
1004 Enfermedad crónica de amígdalas y adenoides J35;Hombres;otras causas;23
1004 Enfermedad crónica de amígdalas y adenoides J35;Mujeres;total;6.869
1004 Enfermedad crónica de amígdalas y adenoides J35;Mujeres;curación o mejoría;6.804
1004 Enfermedad crónica de amígdalas y adenoides J35;Mujeres;traslado a otros centros;44
1004 Enfermedad crónica de amígdalas y adenoides J35;Mujeres;fallecimiento;1
1004 Enfermedad crónica de amígdalas y adenoides J35;Mujeres;otras causas;21
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Ambos sexos;total;39.468
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Ambos sexos;curación o mejoría;38.635
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Ambos sexos;traslado a otros centros;522
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Ambos sexos;fallecimiento;66
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Ambos sexos;otras causas;246
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Hombres;total;22.784
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Hombres;curación o mejoría;22.258
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Hombres;traslado a otros centros;320
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Hombres;fallecimiento;45
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Hombres;otras causas;160
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Mujeres;total;16.684
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Mujeres;curación o mejoría;16.376
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Mujeres;traslado a otros centros;202
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Mujeres;fallecimiento;20
1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39;Mujeres;otras causas;86
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Ambos sexos;total;79.911
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Ambos sexos;curación o mejoría;68.617
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Ambos sexos;traslado a otros centros;5.394
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Ambos sexos;fallecimiento;4.328
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Ambos sexos;otras causas;1.571
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Hombres;total;56.141
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Hombres;curación o mejoría;47.927
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Hombres;traslado a otros centros;3.840
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Hombres;fallecimiento;3.310
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Hombres;otras causas;1.064
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Mujeres;total;23.770
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Mujeres;curación o mejoría;20.690
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Mujeres;traslado a otros centros;1.554
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Mujeres;fallecimiento;1.018
1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47;Mujeres;otras causas;507
1007 Asma J45;Ambos sexos;total;16.008
1007 Asma J45;Ambos sexos;curación o mejoría;14.865
1007 Asma J45;Ambos sexos;traslado a otros centros;676
1007 Asma J45;Ambos sexos;fallecimiento;197
1007 Asma J45;Ambos sexos;otras causas;270
1007 Asma J45;Hombres;total;5.095
1007 Asma J45;Hombres;curación o mejoría;4.784
1007 Asma J45;Hombres;traslado a otros centros;176
1007 Asma J45;Hombres;fallecimiento;43
1007 Asma J45;Hombres;otras causas;92
1007 Asma J45;Mujeres;total;10.913
1007 Asma J45;Mujeres;curación o mejoría;10.081
1007 Asma J45;Mujeres;traslado a otros centros;499
1007 Asma J45;Mujeres;fallecimiento;154
1007 Asma J45;Mujeres;otras causas;178
1008 Otras enfermedades del sistema respiratorio J60-J99;Ambos sexos;total;131.078
1008 Otras enfermedades del sistema respiratorio J60-J99;Ambos sexos;curación o mejoría;100.253
1008 Otras enfermedades del sistema respiratorio J60-J99;Ambos sexos;traslado a otros centros;9.548
1008 Otras enfermedades del sistema respiratorio J60-J99;Ambos sexos;fallecimiento;19.429
1008 Otras enfermedades del sistema respiratorio J60-J99;Ambos sexos;otras causas;1.849
1008 Otras enfermedades del sistema respiratorio J60-J99;Hombres;total;69.792
1008 Otras enfermedades del sistema respiratorio J60-J99;Hombres;curación o mejoría;53.465
1008 Otras enfermedades del sistema respiratorio J60-J99;Hombres;traslado a otros centros;5.181
1008 Otras enfermedades del sistema respiratorio J60-J99;Hombres;fallecimiento;10.125
1008 Otras enfermedades del sistema respiratorio J60-J99;Hombres;otras causas;1.022
1008 Otras enfermedades del sistema respiratorio J60-J99;Mujeres;total;61.286
1008 Otras enfermedades del sistema respiratorio J60-J99;Mujeres;curación o mejoría;46.788
1008 Otras enfermedades del sistema respiratorio J60-J99;Mujeres;traslado a otros centros;4.367
1008 Otras enfermedades del sistema respiratorio J60-J99;Mujeres;fallecimiento;9.304
1008 Otras enfermedades del sistema respiratorio J60-J99;Mujeres;otras causas;827
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Ambos sexos;total;583.045
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Ambos sexos;curación o mejoría;535.994
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Ambos sexos;traslado a otros centros;25.289
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Ambos sexos;fallecimiento;16.078
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Ambos sexos;otras causas;5.684
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Hombres;total;321.735
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Hombres;curación o mejoría;296.118
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Hombres;traslado a otros centros;13.565
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Hombres;fallecimiento;8.615
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Hombres;otras causas;3.436
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Mujeres;total;261.310
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Mujeres;curación o mejoría;239.875
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Mujeres;traslado a otros centros;11.724
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Mujeres;fallecimiento;7.463
1100 ENFERMEDADES DEL APARATO DIGESTIVO K00-K95;Mujeres;otras causas;2.248
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Ambos sexos;total;5.181
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Ambos sexos;curación o mejoría;5.046
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Ambos sexos;traslado a otros centros;72
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Ambos sexos;fallecimiento;12
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Ambos sexos;otras causas;52
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Hombres;total;2.639
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Hombres;curación o mejoría;2.557
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Hombres;traslado a otros centros;41
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Hombres;fallecimiento;5
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Hombres;otras causas;36
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Mujeres;total;2.543
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Mujeres;curación o mejoría;2.489
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Mujeres;traslado a otros centros;31
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Mujeres;fallecimiento;7
1101 Trastornos de los dientes y de las estructuras de sostén K00-K08;Mujeres;otras causas;15
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Ambos sexos;total;6.275
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Ambos sexos;curación o mejoría;5.914
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Ambos sexos;traslado a otros centros;215
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Ambos sexos;fallecimiento;97
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Ambos sexos;otras causas;50
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Hombres;total;3.303
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Hombres;curación o mejoría;3.113
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Hombres;traslado a otros centros;115
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Hombres;fallecimiento;45
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Hombres;otras causas;30
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Mujeres;total;2.972
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Mujeres;curación o mejoría;2.801
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Mujeres;traslado a otros centros;99
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Mujeres;fallecimiento;52
1102 Otras enfermedades de la cavidad oral, glándulas salivares y maxilares K09-K14;Mujeres;otras causas;20
1103 Enfermedades del esófago K20-K23;Ambos sexos;total;10.363
1103 Enfermedades del esófago K20-K23;Ambos sexos;curación o mejoría;9.642
1103 Enfermedades del esófago K20-K23;Ambos sexos;traslado a otros centros;413
1103 Enfermedades del esófago K20-K23;Ambos sexos;fallecimiento;199
1103 Enfermedades del esófago K20-K23;Ambos sexos;otras causas;109
1103 Enfermedades del esófago K20-K23;Hombres;total;6.147
1103 Enfermedades del esófago K20-K23;Hombres;curación o mejoría;5.677
1103 Enfermedades del esófago K20-K23;Hombres;traslado a otros centros;258
1103 Enfermedades del esófago K20-K23;Hombres;fallecimiento;136
1103 Enfermedades del esófago K20-K23;Hombres;otras causas;77
1103 Enfermedades del esófago K20-K23;Mujeres;total;4.216
1103 Enfermedades del esófago K20-K23;Mujeres;curación o mejoría;3.965
1103 Enfermedades del esófago K20-K23;Mujeres;traslado a otros centros;155
1103 Enfermedades del esófago K20-K23;Mujeres;fallecimiento;63
1103 Enfermedades del esófago K20-K23;Mujeres;otras causas;32
1104 Úlcera péptica K25-K28;Ambos sexos;total;10.841
1104 Úlcera péptica K25-K28;Ambos sexos;curación o mejoría;9.565
1104 Úlcera péptica K25-K28;Ambos sexos;traslado a otros centros;680
1104 Úlcera péptica K25-K28;Ambos sexos;fallecimiento;475
1104 Úlcera péptica K25-K28;Ambos sexos;otras causas;120
1104 Úlcera péptica K25-K28;Hombres;total;7.364
1104 Úlcera péptica K25-K28;Hombres;curación o mejoría;6.531
1104 Úlcera péptica K25-K28;Hombres;traslado a otros centros;443
1104 Úlcera péptica K25-K28;Hombres;fallecimiento;308
1104 Úlcera péptica K25-K28;Hombres;otras causas;82
1104 Úlcera péptica K25-K28;Mujeres;total;3.476
1104 Úlcera péptica K25-K28;Mujeres;curación o mejoría;3.034
1104 Úlcera péptica K25-K28;Mujeres;traslado a otros centros;237
1104 Úlcera péptica K25-K28;Mujeres;fallecimiento;167
1104 Úlcera péptica K25-K28;Mujeres;otras causas;38
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Ambos sexos;total;10.793
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Ambos sexos;curación o mejoría;10.040
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Ambos sexos;traslado a otros centros;380
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Ambos sexos;fallecimiento;242
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Ambos sexos;otras causas;131
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Hombres;total;5.412
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Hombres;curación o mejoría;4.973
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Hombres;traslado a otros centros;218
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Hombres;fallecimiento;143
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Hombres;otras causas;79
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Mujeres;total;5.381
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Mujeres;curación o mejoría;5.067
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Mujeres;traslado a otros centros;162
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Mujeres;fallecimiento;100
1105 Dispepsia y otras enfermedades del estómago y duodeno K29-K31;Mujeres;otras causas;52
1106 Enfermedades del Apéndice K35-K38;Ambos sexos;total;52.385
1106 Enfermedades del Apéndice K35-K38;Ambos sexos;curación o mejoría;50.234
1106 Enfermedades del Apéndice K35-K38;Ambos sexos;traslado a otros centros;1.803
1106 Enfermedades del Apéndice K35-K38;Ambos sexos;fallecimiento;93
1106 Enfermedades del Apéndice K35-K38;Ambos sexos;otras causas;254
1106 Enfermedades del Apéndice K35-K38;Hombres;total;29.102
1106 Enfermedades del Apéndice K35-K38;Hombres;curación o mejoría;27.922
1106 Enfermedades del Apéndice K35-K38;Hombres;traslado a otros centros;997
1106 Enfermedades del Apéndice K35-K38;Hombres;fallecimiento;44
1106 Enfermedades del Apéndice K35-K38;Hombres;otras causas;140
1106 Enfermedades del Apéndice K35-K38;Mujeres;total;23.282
1106 Enfermedades del Apéndice K35-K38;Mujeres;curación o mejoría;22.313
1106 Enfermedades del Apéndice K35-K38;Mujeres;traslado a otros centros;806
1106 Enfermedades del Apéndice K35-K38;Mujeres;fallecimiento;49
1106 Enfermedades del Apéndice K35-K38;Mujeres;otras causas;114
1107 Hernia inguinal K40;Ambos sexos;total;50.750
1107 Hernia inguinal K40;Ambos sexos;curación o mejoría;49.090
1107 Hernia inguinal K40;Ambos sexos;traslado a otros centros;1.302
1107 Hernia inguinal K40;Ambos sexos;fallecimiento;170
1107 Hernia inguinal K40;Ambos sexos;otras causas;187
1107 Hernia inguinal K40;Hombres;total;44.759
1107 Hernia inguinal K40;Hombres;curación o mejoría;43.370
1107 Hernia inguinal K40;Hombres;traslado a otros centros;1.095
1107 Hernia inguinal K40;Hombres;fallecimiento;130
